department,level,full_name,description,raw_precoreqs,offer_frequency,cross_listed,credit_hours,short_name,prerequisites,corequisites
BCBP,4760,Molecular Biochemistry I,"Part I of a two-semester sequence focusing on the chemistry, structure, and function of biological molecules, macromolecules, and systems. Topics covered include protein and nucleic acid structure, enzymology, mechanisms of catalysis, regulation, lipids and membranes, carbohydrates, bioenergetics, and carbohydrate metabolism. (Students cannot obtain credit for both this course and either BIOL 4760 or CHEM 4760.)",Prerequisites: CHEM 2250 and BIOL 1010 or BIOL 2120 or equivalents.,Fall and summer terms annually.,BIOL 4760 and CHEM 4760.,4,BCBP-4760,"['CHEM-2250', 'BIOL-1010', 'BIOL-2120']",[]
BCBP,4770,Molecular Biochemistry II,"The second semester of the molecular biochemistry sequence. Topics include lipids and lipid metabolism, amino acid metabolism and the coenzymes involved in this metabolism, nucleic acid synthesis and chemistry, protein synthesis and degradation, integration of metabolism, photobiology, and photosynthesis. This course is taught in studio mode. (Students cannot obtain credit for both this course and either BIOL 4770 or CHEM 4770.)",Prerequisite: BCBP 4760 or equivalent.,Spring term annually.,BIOL 4770 and CHEM 4770.,4,BCBP-4770,['BCBP-4760'],[]
BCBP,4780,Protein Folding,"The biophysical mechanism of protein folding and the role of misfolding in human diseases is explored. The course will introduce principles of protein structure, protein folding in the cell, and thermodynamic and kinetic methods for studying protein folding in vitro. The course will also involve a literature-based discussion of human diseases related to protein folding defects, including Alzheimer's and other amyloid diseases, cystic fibrosis, and Prion-related syndromes.",Prerequisite: BCBP 4760 or equivalent. (Students may not receive credit for both this course and BCBP 6780 or CHEM 4780.),Spring term even-numbered years.,,4,BCBP-4780,"['BCBP-4760', 'BCBP-6780', 'CHEM-4780']",[]
BCBP,4800,Methods in Biophysics,"Biophysics addresses the physical principles of biological function, which requires the application of physical methods. The focus of this course is on methods used to study the interactions and dynamics of biomolecules in vitro, primarily proteins and nucleic acids. Both the theoretical and methodological aspects of molecular biophysical methods will be covered. This course is designed as an interdisciplinary introduction to the field and is open to students in biology, chemistry, physics, or engineering.",Prerequisite: BCBP 4760 or permission of instructor.,Fall term annually.,With BCBP 6800. Students cannot receive credit for both BCBP 4800 and BCBP 6800.,4,BCBP-4800,['BCBP-4760'],[]
BCBP,4870,Protein Structure Determination,"X-ray crystallography and nuclear magnetic resonance (NMR) are used to determine 3-D structures of biological macromolecules at atomic resolution. The course will cover crystallographic and NMR methods, their theory and practice, along with thermodynamics of structure formation and molecular dynamics. Students will prepare a poster presentation on a protein of their choice. (Students cannot obtain credit for both this course and BCBP 6870.)","Prerequisites: BCBP 4760, MATH 1020, and PHYS 1200 or equivalents.",Fall term even-numbered years.,,4,BCBP-4870,"['BCBP-4760', 'MATH-1020', 'PHYS-1200']",[]
BCBP,4940,Readings in Biochemistry and Biophysics,Selected readings in the biochemistry and biophysics literature to supplement the scientific background of undergraduate students. May be used as a BCBP elective with approval of the BCBP Curriculum Committee.,Permission of the instructor.,"Fall, spring, and summer terms annually.",,1-4,BCBP-4940,[],[]
BCBP,4970,Non-Thesis Research,"Independent study program for the purpose of developing research skills under the guidance of a faculty member. This course may be repeated once, and it can count as a biology elective.",Permission of instructor.,"Fall, spring, and summer terms annually.",,1-4,BCBP-4970,[],[]
BCBP,4990,Senior Research Thesis,"Independent laboratory research, on or off campus, supervised by a faculty member, culminating in a written thesis; or literature research culminating in the writing of a review article. The thesis research must also be presented in the form of a poster presentation or a talk. This is a communication-intensive course.",Permission of instructor.,Fall and spring terms annually.,,4,BCBP-4990,[],[]
BCBP,6170,Advanced Topics in Nuclear Magnetic Resonance,"Advanced graduate course covering fundamental aspects of NMR common for application in a broad range of fields. Classical and quantum-mechanical descriptions are utilized to explore information content of NMR pulse sequences. The latter approach includes density matrix theory and proceeds with the product-operator formalism. Practical aspects and data analysis are also described. Subsequent focus is on liquid-state NMR of biological macromolecules, including resonance assignment and determination of molecular structure and dynamics. (Students cannot obtain credit for both this course and CHEM 6170.)",Prerequisite: CHEM 4410 or equivalent.,Spring term annually.,,4,BCBP-6170,['CHEM-4410'],[]
BCBP,6310,Genetic Engineering,"In this course, students will explore the molecular methods and applications of recombinant DNA technology and the issues regarding their use through case studies on the effect of genetic engineering on medicine, agriculture, biology, forensics, and various other areas of technology. The course has three major components: 1) techniques used in the generation of recombinant molecules, 2) application of recombinant technology to diagnostics and therapeutics and 3) genetically modified organisms.",Undergraduate course in molecular biology and biochemistry or permission of instructor. (Students cannot obtain credit for both this course and BCBP 4310.),Spring term annually.,,4,BCBP-6310,['BCBP-4310'],[]
BCBP,6420,Molecular Modeling,"This course covers the theory and practice of the structural modeling of proteins and other biomolecules using informatics-driven and energy-based approaches. Topics include template-based comparative modeling, secondary structure prediction, tertiary structure prediction, protein classification, sidechain rotamers, docking, protein design, energy minimization, electrostatics, molecular dynamics, and molecular surfaces. Molecular modeling software will be provided. Laptop computers are required. BIOL 4550, BIOL 6420, BCBP 4550, and BCBP 6420 meet jointly; only one of these courses can be taken for credit.","Prerequisite: MATH 1020, BIOL 4620, BIOL 4760.",Spring term annually.,"BIOL 4550/6420, BCBP 4550.",4,BCBP-6420,"['MATH-1020', 'BIOL-4620', 'BIOL-4760']",[]
